date,price,total_volume,market_cap,coin_name
1/1/2015,313.992,46999364.09,4293958347,bitcoin
1/2/2015,314.446,38855906.3,4301448335,bitcoin
1/3/2015,286.572,118778941.4,3921358112,bitcoin
1/4/2015,260.936,205500149,3571639781,bitcoin
1/5/2015,273.22,155038125.5,3740880427,bitcoin
1/6/2015,285.3738,97002895.98,3908408221,bitcoin
1/7/2015,295.8725,110674233,4053238742,bitcoin
1/8/2015,284.4525,86570544.47,3897824162,bitcoin
1/9/2015,289.5738,83478400.28,3968992614,bitcoin
1/10/2015,274.533,92683835.63,3763909200,bitcoin
1/11/2015,267.184,73256737.91,3664201454,bitcoin
1/12/2015,268.3536677,78982214.89,3681154854,bitcoin
1/13/2015,221.436,215752219.9,3038251389,bitcoin
1/14/2015,172.1479,236006920.8,2362639550,bitcoin
1/15/2015,210.5559,257637517.3,2890521923,bitcoin
1/16/2015,205.816,176217465.5,2826188131,bitcoin
1/17/2015,199.4914,106431481.1,2740019366,bitcoin
1/18/2015,208.9892,118664232.7,2871292169,bitcoin
1/19/2015,214.545,105545327.3,2948379299,bitcoin
1/20/2015,210.5137,94312137.94,2893626589,bitcoin
1/21/2015,224.0451,99166469.2,3080429687,bitcoin
1/22/2015,232.0423,151229886.4,3191202338,bitcoin
1/23/2015,232.898,126038219.2,3203686664,bitcoin
1/24/2015,248.096,134933345.1,3413521852,bitcoin
1/25/2015,253.8389,142426844.9,3493324596,bitcoin
1/26/2015,271.2882,401755946.5,3734336331,bitcoin
1/27/2015,259.2356,339951744.7,3568728002,bitcoin
1/29/2015,232.5329422,161971565.5,3203612158,bitcoin
1/30/2015,228.6354,105832532.6,3150704414,bitcoin
1/31/2015,218.0233,92459195.63,3005342179,bitcoin
2/1/2015,226.2697,100844154.3,3119897131,bitcoin
2/2/2015,240.0193,108043831.2,3310466195,bitcoin
2/3/2015,226.0119,135790231.9,3117998019,bitcoin
2/4/2015,225.3083,83155505.16,3109175682,bitcoin
2/5/2015,216.9136,74142168.01,2994172300,bitcoin
2/6/2015,222.4872,88164946.84,3072075447,bitcoin
2/7/2015,227.2051,80694160.19,3138151161,bitcoin
2/8/2015,222.9061,76979240.31,3079497925,bitcoin
2/9/2015,220.0922,79154588.47,3041547651,bitcoin
2/10/2015,220.6493,66708973.92,3049996660,bitcoin
2/11/2015,219.0956,65150873.75,3029418429,bitcoin
2/12/2015,222.0401588,51632481.44,3070809845,bitcoin
2/13/2015,235.6774,137045816.2,3260249205,bitcoin
2/14/2015,259.0086,165435433.7,3584044453,bitcoin
2/15/2015,232.9962,199965387.7,3224923704,bitcoin
2/16/2015,235.9199,128976205,3266299220,bitcoin
2/17/2015,242.4568,121468767.5,3357729670,bitcoin
2/18/2015,234.6238,88821471.78,3250184845,bitcoin
2/19/2015,240.2988,71396084.82,3329826479,bitcoin
2/20/2015,244.0821,80482172.1,3383185376,bitcoin
2/21/2015,244.1459,64143296.2,3384954727,bitcoin
2/22/2015,235.553,74180476.07,3266702003,bitcoin
2/23/2015,238.1319,61755698.93,3303312137,bitcoin
2/24/2015,238.7314,58732103.48,3312404143,bitcoin
2/25/2015,237.378,57584610.06,3294575196,bitcoin
2/26/2015,236.1711558,44991044.51,3278687400,bitcoin
2/27/2015,253.8991,137186494.7,3525782547,bitcoin
2/28/2015,253.5991,85884430.31,3522504179,bitcoin
3/1/2015,257.7075,58106060.44,3580465594,bitcoin
3/2/2015,269.9615,93658288.67,3751796695,bitcoin
3/3/2015,280.6242,128754965.9,3901083285,bitcoin
3/4/2015,273.0193,119553920,3796353843,bitcoin
3/5/2015,274.8255,98543018.35,3822334890,bitcoin
3/6/2015,272.3413,74704492.04,3788784931,bitcoin
3/7/2015,275.5846387,50059694.68,3834877371,bitcoin
3/8/2015,274.578,45050575.23,3821054906,bitcoin
3/9/2015,289.2957,111062141.1,4027806172,bitcoin
3/10/2015,290.3057,129285347.5,4043022165,bitcoin
3/11/2015,295.961,73794326.12,4122115212,bitcoin
3/12/2015,293.9203,65277495.59,4095470764,bitcoin
3/13/2015,288.0365,67739327.35,4014523121,bitcoin
3/14/2015,281.4887,63244191.83,3924198781,bitcoin
3/15/2015,285.2645,32203956.62,3977863689,bitcoin
3/16/2015,290.0955,60818266.22,4046186763,bitcoin
3/17/2015,284.3491,50540130.75,3967004055,bitcoin
3/18/2015,255.6062,123648767.8,3566978131,bitcoin
3/19/2015,260.0037,133194355.1,3629235646,bitcoin
3/20/2015,260.9075,59404464.5,3642718765,bitcoin
3/21/2015,259.4899,54148215.13,3623906198,bitcoin
3/22/2015,267.7981,51503307.07,3740905134,bitcoin
3/23/2015,266.0272,73040649.64,3717118257,bitcoin
3/24/2015,245.1679,153991184.3,3426730126,bitcoin
3/25/2015,246.2715,175875957.6,3443109528,bitcoin
3/26/2015,247.5595,148675593.3,3462026773,bitcoin
3/27/2015,247.1476,90325941.06,3457360134,bitcoin
3/28/2015,252.0497,82125758.56,3526137496,bitcoin
3/29/2015,241.9137,84472855.79,3384336376,bitcoin
3/30/2015,246.5418,96641741.12,3449082801,bitcoin
3/31/2015,243.2692,76545513.49,3403299618,bitcoin
4/1/2015,246.7755,78230800.05,3456621445,bitcoin
4/2/2015,252.341,95206093.36,3535619145,bitcoin
4/3/2015,253.6227,94243302.29,3554522140,bitcoin
4/4/2015,253.3213,63959131.2,3551247974,bitcoin
4/5/2015,259.7118,82969308.75,3641795730,bitcoin
4/6/2015,255.4233,83832524.04,3582471422,bitcoin
4/7/2015,253.2085,88508043.43,3551882234,bitcoin
4/8/2015,244.2709,106548662.3,3427768045,bitcoin
4/9/2015,243.2006549,93749435.17,3413570472,bitcoin
4/10/2015,234.5253,110710603.1,3292518276,bitcoin
4/11/2015,236.4501,87634999.72,3319540688,bitcoin
4/12/2015,235.7386,62271722.26,3309551886,bitcoin
4/13/2015,223.9464,87796699.15,3146530900,bitcoin
4/14/2015,217.9995,109539415.1,3063792223,bitcoin
4/15/2015,223.0161,71588917.36,3134965195,bitcoin
4/16/2015,227.9995,88471192.54,3205775570,bitcoin
4/17/2015,222.4171383,101386584.1,3127985666,bitcoin
4/18/2015,222.9537,70165374.02,3136367732,bitcoin
4/19/2015,222.6812,58633108.41,3133241392,bitcoin
4/20/2015,224.3086,63561423.22,3157115506,bitcoin
4/21/2015,234.6867,80763824.95,3304071909,bitcoin
4/22/2015,233.7807,72515582.87,3292205019,bitcoin
4/23/2015,235.1735,55130032.4,3312571610,bitcoin
4/24/2015,230.9863,73282646.19,3254290910,bitcoin
4/25/2015,225.9568,58830426.89,3184369640,bitcoin
4/26/2015,218.5065,96999963.63,3080176877,bitcoin
4/27/2015,228.5712,95409417.49,3222813920,bitcoin
4/28/2015,225.6423,71643965.12,3182408230,bitcoin
4/29/2015,225.9978,56781693.78,3188139665,bitcoin
4/30/2015,236.2208,103785827.3,3333116827,bitcoin
5/1/2015,232.7403,74708330.71,3284896594,bitcoin
5/2/2015,235.1563,61431426.39,3319854339,bitcoin
5/3/2015,239.882,86630763.25,3387421698,bitcoin
5/4/2015,238.9706,84138462.79,3375292446,bitcoin
5/5/2015,236.0015,71871894.07,3334246892,bitcoin
5/6/2015,229.8152,70623213.74,3246886599,bitcoin
5/7/2015,236.845,74887945.16,3346205371,bitcoin
5/8/2015,243.657,79882346.23,3442447010,bitcoin
5/9/2015,241.5321,79529081.71,3412425892,bitcoin
5/10/2015,239.5548,67810639.81,3384490103,bitcoin
5/11/2015,241.8506,70787411.31,3416925739,bitcoin
5/12/2015,241.5189,60882937.63,3412239399,bitcoin
5/13/2015,235.4793,50100818.29,3326910420,bitcoin
5/14/2015,236.704,56975125.5,3344213288,bitcoin
5/15/2015,236.9908,39256136.3,3348265270,bitcoin
5/16/2015,235.9781,26856157.04,3333957591,bitcoin
5/17/2015,236.0847,24401603.48,3335463663,bitcoin
5/18/2015,232.4757,33772801.86,3284474809,bitcoin
5/19/2015,231.9446,31085021.51,3276971295,bitcoin
5/20/2015,234.048,28778007.29,3306688656,bitcoin
5/21/2015,235.4205,27373179.76,3326079679,bitcoin
5/22/2015,240.9352,54518478.96,3419033119,bitcoin
5/23/2015,239.0329941,47757592.66,3392690898,bitcoin
5/24/2015,241.2417,29761665.98,3424926508,bitcoin
5/25/2015,237.441,30834563.23,3371792793,bitcoin
5/26/2015,237.4971,30268982.76,3373426621,bitcoin
5/27/2015,237.2305,30728765.83,3370470121,bitcoin
5/28/2015,237.4891,26801090.33,3374927914,bitcoin
5/29/2015,237.0714,31108417.13,3369940317,bitcoin
5/30/2015,233.4572,31403744.86,3319341161,bitcoin
5/31/2015,229.6785,23353985.65,3266430207,bitcoin
6/1/2015,223.3178,43602264.82,3176729203,bitcoin
6/2/2015,225.7387,32062237.06,3212024675,bitcoin
6/3/2015,225.4831,30472196.12,3208477949,bitcoin
6/4/2015,224.1748,29003069.46,3189861690,bitcoin
6/5/2015,224.7413,32252691.59,3197922617,bitcoin
6/6/2015,225.2889,18238445.74,3205714609,bitcoin
6/7/2015,223.6157,24133822.47,3181906061,bitcoin
6/8/2015,228.7013,40449914.19,3254270843,bitcoin
6/9/2015,229.5264,36746856.38,3266011480,bitcoin
6/10/2015,229.0022,29194036.77,3258552455,bitcoin
6/11/2015,229.9343,28833233.41,3271815632,bitcoin
6/12/2015,230.5181,29722314.85,3280122726,bitcoin
6/13/2015,232.6301,29012321.27,3310175113,bitcoin
6/14/2015,233.6681,35303170.71,3324945179,bitcoin
6/15/2015,237.2013,46839294.42,3375220318,bitcoin
6/16/2015,250.4743,96364192.87,3564086481,bitcoin
6/17/2015,247.6944,100630046.4,3524530311,bitcoin
6/18/2015,248.552,67360540.68,3536733401,bitcoin
6/19/2015,242.9967,60767655.66,3457685093,bitcoin
6/20/2015,245.4754,55692672.67,3492955383,bitcoin
6/21/2015,243.9959,26531885.05,3488836375,bitcoin
6/22/2015,247.279,41166801.75,3536683170,bitcoin
6/23/2015,243.8486,37387508.43,3488498072,bitcoin
6/24/2015,240.5377,39616260.3,3442040366,bitcoin
6/25/2015,242.4769,34244051.08,3470729480,bitcoin
6/26/2015,242.4819,34005665.06,3471728541,bitcoin
6/27/2015,250.621,49080095.22,3589074420,bitcoin
6/28/2015,248.3451,40522516.66,3557369716,bitcoin
6/29/2015,256.303874,73197757.01,3672257830,bitcoin
6/30/2015,262.4063255,99893250.07,3760650013,bitcoin
7/1/2015,257.5058,68104997.64,3691294142,bitcoin
7/2/2015,254.6537509,52711167.63,3651410105,bitcoin
7/3/2015,255.161,42339288.97,3659678538,bitcoin
7/4/2015,260.415,42932957.08,3736024266,bitcoin
7/5/2015,271.0401208,96139966.49,3889432509,bitcoin
7/6/2015,268.595,111884711.2,3855533498,bitcoin
7/7/2015,265.384452,64748934.31,3810376692,bitcoin
7/8/2015,269.6130164,79366281.26,3871966451,bitcoin
7/9/2015,268.8928,75940632.2,3862503903,bitcoin
7/10/2015,285.0223,113799594.1,4095521056,bitcoin
7/11/2015,291.8907432,114394387.2,4195301868,bitcoin
7/12/2015,310.1915636,115546321.2,4459352693,bitcoin
7/13/2015,290.6655,130058766.8,4179711757,bitcoin
7/14/2015,286.6654,74446013.37,4122384618,bitcoin
7/15/2015,283.9491881,52932167.7,4084701354,bitcoin
7/16/2015,276.6801,97423601.54,3981564979,bitcoin
7/17/2015,278.3728,60573486.78,4007009432,bitcoin
7/18/2015,274.4839,52505422.18,3951120257,bitcoin
7/19/2015,272.8061796,26896009.89,3926969933,bitcoin
7/20/2015,277.2454,40729476.38,3993823954,bitcoin
7/21/2015,274.9428877,43239135.23,3961652068,bitcoin
7/22/2015,276.1756,43240737.35,3980470592,bitcoin
7/23/2015,275.6135,34164576.52,3973299339,bitcoin
7/24/2015,288.4447168,79396118.75,4158911305,bitcoin
7/25/2015,288.3881586,54859994.56,4158095826,bitcoin
7/26/2015,291.7037645,40248392.33,4205901558,bitcoin
7/27/2015,292.6148,63540197.33,4219037232,bitcoin
7/28/2015,293.9933,63623601.6,4238912997,bitcoin
7/29/2015,288.7194991,52624701.47,4162873226,bitcoin
7/30/2015,286.8366,43880110.29,4135724833,bitcoin
7/31/2015,283.6760591,63971590.59,4090154891,bitcoin
8/1/2015,280.7014,53533745.83,4047265066,bitcoin
8/2/2015,281.7267,46165536.82,4062048251,bitcoin
8/3/2015,281.8298708,41411646.71,4063535809,bitcoin
8/4/2015,284.2393,48308760.91,4098275923,bitcoin
8/5/2015,281.4010624,43424335.53,4057353078,bitcoin
8/6/2015,278.0134,41914107.68,4008508407,bitcoin
8/7/2015,278.5088138,47637462.17,4015651480,bitcoin
8/8/2015,259.8007284,80056217,3745910822,bitcoin
8/9/2015,264.3384834,67863178.91,3811337989,bitcoin
8/10/2015,263.5782,60783290.22,3817350355,bitcoin
8/11/2015,269.8668,64124893,3909600812,bitcoin
8/12/2015,267.7126,73043602.39,3879202424,bitcoin
8/13/2015,263.6558186,57163446.8,3821420844,bitcoin
8/14/2015,265.1281,61280618.56,3843674745,bitcoin
8/15/2015,260.4762323,38131976.87,3777139797,bitcoin
8/16/2015,257.8158,55868003.65,3739450599,bitcoin
8/17/2015,257.0634,51730292.4,3729475807,bitcoin
8/18/2015,253.0766,49833133.8,3672268004,bitcoin
8/19/2015,225.9602,143390129.3,3279919634,bitcoin
8/20/2015,234.6379,99655604.53,3406737000,bitcoin
8/21/2015,232.3324,62180213.61,3374233145,bitcoin
8/22/2015,229.1488,102329840.3,3328896176,bitcoin
8/23/2015,227.2454,72465770.67,3302029053,bitcoin
8/24/2015,210.0943851,139379271.3,3053595830,bitcoin
8/25/2015,221.3283,183422133,3217665292,bitcoin
8/26/2015,225.2666,144278489.5,3275815634,bitcoin
8/27/2015,222.9704,69900344.07,3243160211,bitcoin
8/28/2015,231.6583,95134718.76,3370431355,bitcoin
8/29/2015,228.4683,56654306.07,3324950575,bitcoin
8/30/2015,228.0672,54615311.64,3319968529,bitcoin
8/31/2015,230.0781,58032869.77,3350144206,bitcoin
9/1/2015,227.1631,61479340.24,3308579440,bitcoin
9/2/2015,228.6428,47781609.22,3331062657,bitcoin
9/3/2015,226.5658,43765322.15,3301579143,bitcoin
9/4/2015,230.0509,55274502.38,3353296685,bitcoin
9/5/2015,234.7495,58712579.1,3422635973,bitcoin
9/6/2015,239.1289,70113446.3,3487336313,bitcoin
9/7/2015,240.503,50336412.98,3508277387,bitcoin
9/8/2015,243.5587,67754768.56,3553698013,bitcoin
9/9/2015,237.9452,55993048.12,3472697170,bitcoin
9/10/2015,238.7763,48531118.88,3485799693,bitcoin
9/11/2015,240.0007956,44294574.35,3504653619,bitcoin
9/12/2015,234.9098,40541222.5,3431133648,bitcoin
9/13/2015,230.5048,46253457.41,3367623264,bitcoin
9/14/2015,230.21,52117340.61,3364179590,bitcoin
9/15/2015,229.9118,58562863.2,3360764475,bitcoin
9/16/2015,228.464,51089489.85,3340446395,bitcoin
9/17/2015,232.746,54594105.83,3403177100,bitcoin
9/18/2015,232.354,79606359.73,3399002107,bitcoin
9/19/2015,231.2733,39022087.91,3383904198,bitcoin
9/20/2015,230.6597,36477159.26,3375670111,bitcoin
9/21/2015,226.4528,36795275.82,3314850054,bitcoin
9/22/2015,229.8831,71785978.84,3365879385,bitcoin
9/23/2015,229.8658,53526673.24,3366614507,bitcoin
9/24/2015,233.9255,124125639.3,3426856523,bitcoin
9/25/2015,234.9767,115435785.5,3443254571,bitcoin
9/26/2015,234.5279,93607431.45,3437534062,bitcoin
9/27/2015,232.8347,75776526.64,3413577895,bitcoin
9/28/2015,239.2765,245683532.1,3508852289,bitcoin
9/29/2015,237.2262,115160470.8,3479847405,bitcoin
9/30/2015,236.0463,76056339.96,3463401139,bitcoin
10/1/2015,237.7358,72356986.65,3489093808,bitcoin
10/2/2015,237.2593,84448749.1,3482919072,bitcoin
10/3/2015,238.9718,73353042.37,3508906580,bitcoin
10/4/2015,238.6566,78899567.08,3505203182,bitcoin
10/5/2015,240.3238,107434379.9,3530596946,bitcoin
10/6/2015,246.444,135776679.8,3621402164,bitcoin
10/7/2015,243.2229,121587412.8,3574397658,bitcoin
10/8/2015,242.9008,97564224.99,3569664084,bitcoin
10/9/2015,244.2051,109153977,3588832044,bitcoin
10/10/2015,245.3209,89165069.7,3607756619,bitcoin
10/11/2015,247.5392,79268221.72,3640379548,bitcoin
10/12/2015,245.5661,108125413.6,3611362597,bitcoin
10/13/2015,249.4051,164455688.1,3667819987,bitcoin
10/14/2015,252.6956,321865165.9,3720285701,bitcoin
10/15/2015,254.6295531,207297257.6,3749948525,bitcoin
10/16/2015,262.3735,332398256.2,3864938757,bitcoin
10/17/2015,270.3646,271593080.8,3983558776,bitcoin
10/18/2015,262.2345,116712427.1,3864772726,bitcoin
10/19/2015,264.2094,224715633.9,3894955159,bitcoin
10/20/2015,270.2664,319017395.2,3985078068,bitcoin
10/21/2015,267.0187,201630914.9,3938178701,bitcoin
10/22/2015,273.573,229034925.7,4035872004,bitcoin
10/23/2015,277.3884,130573069.8,4093191773,bitcoin
10/24/2015,282.9566,168029249.4,4176382825,bitcoin
10/25/2015,284.749,336860319.6,4203955930,bitcoin
10/26/2015,285.5159,221583939.3,4215884952,bitcoin
10/27/2015,294.8094,329397533.9,4354732831,bitcoin
10/28/2015,303.6366,387209571.1,4486177629,bitcoin
10/29/2015,313.9073,543163761.5,4639133967,bitcoin
10/30/2015,325.8006,843340993.2,4816269545,bitcoin
10/31/2015,312.2783,321997491.8,4617510890,bitcoin
11/1/2015,324.9971,582434357.4,4806796483,bitcoin
11/2/2015,350.7678,636690229,5189223756,bitcoin
11/3/2015,398.2369,987283928.3,5893149470,bitcoin
11/4/2015,404.3588,984425381.8,5985308849,bitcoin
11/5/2015,387.473,913505444.8,5736789622,bitcoin
11/6/2015,372.826,770242854.5,5521254799,bitcoin
11/7/2015,387.06,462741972.5,5733490750,bitcoin
11/8/2015,371.502,264157489.6,5504396533,bitcoin
11/9/2015,380.644,420137368.4,5641277305,bitcoin
11/10/2015,336.873,620473336.4,4993780087,bitcoin
11/11/2015,305.983,572707252.5,4537161821,bitcoin
11/12/2015,337.955,546923067.5,5012582356,bitcoin
11/13/2015,337.372,414918018.1,5005284729,bitcoin
11/14/2015,331.501,131135195.6,4919391965,bitcoin
11/15/2015,320.484,237800138.7,4757160339,bitcoin
11/16/2015,331.353,239442892.6,4919473734,bitcoin
11/17/2015,335.111,236625919.3,4976968039,bitcoin
11/18/2015,335.447,185981663.3,4983266453,bitcoin
11/19/2015,325.568,206391901.3,4837533520,bitcoin
11/20/2015,321.417,123560944.2,4777269084,bitcoin
11/21/2015,325.159,199949522.2,4834317690,bitcoin
11/22/2015,323.395,167053005.4,4809449591,bitcoin
11/23/2015,322.829,188739479.4,4802404204,bitcoin
11/24/2015,319.979,103800161.9,4761183527,bitcoin
11/25/2015,328.169,714595229.5,4884311516,bitcoin
11/26/2015,356.245,1237550808,5303722123,bitcoin
11/27/2015,359.011,895711315.7,5346023826,bitcoin
11/28/2015,356.212,667783121.8,5305804456,bitcoin
11/29/2015,371.488,921927632.2,5534688266,bitcoin
11/30/2015,378.265,1299027009,5637217099,bitcoin
12/1/2015,363.45,523072117.5,5417967322,bitcoin
12/2/2015,358.82,1153668372,5350373990,bitcoin
12/3/2015,360.954,1149814390,5383466481,bitcoin
12/4/2015,362.767,1039912870,5411894144,bitcoin
12/5/2015,390.645,1426331736,5829507440,bitcoin
12/6/2015,394.011,1512626610,5881283994,bitcoin
12/7/2015,394.355,1282263557,5887868033,bitcoin
12/8/2015,412.93,954462002.3,6167016641,bitcoin
12/9/2015,417.368,1528970868,6235070986,bitcoin
12/10/2015,416.91,1275837073,6230407268,bitcoin
12/11/2015,452.415,1623480958,6762812524,bitcoin
12/12/2015,434.903,1745413357,6502593548,bitcoin
12/13/2015,435.815,1484344616,6517994663,bitcoin
12/14/2015,443.277,1497157324,6631778542,bitcoin
12/15/2015,464.999,1555251795,6958907660,bitcoin
12/16/2015,453.914,896686369.8,6794808884,bitcoin
12/17/2015,456.473,1302614351,6834975642,bitcoin
12/18/2015,463.816,1135226734,6946908499,bitcoin
12/19/2015,462.053,556941127,6922223917,bitcoin
12/20/2015,441.129,1175787491,6610549658,bitcoin
12/21/2015,437.809,1416880180,6562505170,bitcoin
12/22/2015,436.237,1296402582,6540512247,bitcoin
12/23/2015,442.821,955949147.6,6640942255,bitcoin
12/24/2015,454.907,1418671442,6823821081,bitcoin
12/25/2015,455.742,1058738142,6838203626,bitcoin
12/26/2015,417.092,1725069506,6260008700,bitcoin
12/27/2015,423.925,1378749291,6364767558,bitcoin
12/28/2015,420.708,1310931885,6318056014,bitcoin
12/29/2015,432.154,1176234727,6491698546,bitcoin
12/30/2015,426.811,1227648166,6413208735,bitcoin
12/31/2015,431.139,1310033275,6479728151,bitcoin
1/1/2016,434.427,1338781511,6530621624,bitcoin
1/2/2016,434.326,769869067.6,6530688608,bitcoin
1/3/2016,430.198,984185979.6,6470199430,bitcoin
1/4/2016,433.534,1021957723,6522334778,bitcoin
1/5/2016,432.115,758209345.9,6502628563,bitcoin
1/6/2016,431.343,833341869.3,6492499351,bitcoin
1/7/2016,456.434,1637948558,6870164692,bitcoin
1/8/2016,454.6963,1501742594,6847658074,bitcoin
1/9/2016,448.709,1085553694,6759240199,bitcoin
1/10/2016,447.207,1361099090,6738604517,bitcoin
1/11/2016,448.349,1182725806,6757695468,bitcoin
1/12/2016,445.792,888588584.8,6721027667,bitcoin
1/13/2016,432.12,1584488641,6516499236,bitcoin
1/14/2016,429.243,1266295629,6474583370,bitcoin
1/15/2016,365.912,1576734614,5519407460,bitcoin
1/16/2016,384.813,1710583688,5806905133,bitcoin
1/17/2016,386.356,1476285801,5830189311,bitcoin
1/18/2016,385.132,1357696059,5814809591,bitcoin
1/19/2016,379.015,1157108221,5723770826,bitcoin
1/20/2016,418.848,1674254290,6326929406,bitcoin
1/21/2016,407.815,1484721462,6161646249,bitcoin
1/22/2016,377.21,1626853796,5700897323,bitcoin
1/23/2016,389.641,755378842.1,5889248377,bitcoin
1/24/2016,403.056,1458284444,6094932221,bitcoin
1/25/2016,392.326,1332190241,5934195570,bitcoin
1/26/2016,392.456,1231352757,5937437390,bitcoin
1/27/2016,394.491,1023661370,5968224752,bitcoin
1/28/2016,379.552,1144817696,5745544310,bitcoin
1/29/2016,378.912,1378222858,5737400249,bitcoin
1/30/2016,376.921,926767404.4,5709052773,bitcoin
1/31/2016,364.352,795209372.7,5520342696,bitcoin
2/1/2016,371.041,1028395381,5623172735,bitcoin
2/2/2016,372.868,669492000.7,5652529733,bitcoin
2/3/2016,368.124,701511710.6,5582278352,bitcoin
2/4/2016,388.376,1068491901,5891023100,bitcoin
2/5/2016,385.733,1099201402,5852736452,bitcoin
2/6/2016,374.905,979578026,5690251854,bitcoin
2/7/2016,375.517,551083226.5,5701239913,bitcoin
2/8/2016,371.136,542257471.1,5636117688,bitcoin
2/9/2016,373.909,465479007.4,5679902055,bitcoin
2/10/2016,379.829,814090887.7,5771368715,bitcoin
2/11/2016,377.058,503979335.1,5730998807,bitcoin
2/12/2016,382.72,658159244.5,5818750496,bitcoin
2/13/2016,390.424,740171994.7,5937412022,bitcoin
2/14/2016,404.144,1319015073,6147686974,bitcoin
2/15/2016,399.379,1388195100,6076721221,bitcoin
2/16/2016,407.013,1111797900,6194279970,bitcoin
2/17/2016,416.85,1296165324,6345582495,bitcoin
2/18/2016,421.422,1445224879,6417045472,bitcoin
2/19/2016,419.377,601898504.3,6387331883,bitcoin
2/20/2016,441.12,1385245440,6720209556,bitcoin
2/21/2016,438.65,1506908217,6684028071,bitcoin
2/22/2016,437.803,1166708341,6672478907,bitcoin
2/23/2016,420.302,1465084347,6407178256,bitcoin
2/24/2016,423.187,1457408416,6452416826,bitcoin
2/25/2016,423.142,1416389937,6453391535,bitcoin
2/26/2016,427.029,58325277.64,6514156583,bitcoin
2/27/2016,432.139,595150632.4,6593663290,bitcoin
2/28/2016,432.797,546124185.9,6605163875,bitcoin
2/29/2016,436.919,1847224331,6669535766,bitcoin
3/1/2016,431.371,2515777834,6586086154,bitcoin
3/2/2016,424.485,2052408229,6482862266,bitcoin
3/3/2016,420.171,2737847218,6418406145,bitcoin
3/4/2016,409.408,2408874554,6255529066,bitcoin
3/5/2016,397.241,2766255767,6071173237,bitcoin
3/6/2016,404.912,2521764887,6189869498,bitcoin
3/7/2016,413.74,2361080396,6326260440,bitcoin
3/8/2016,411.877,1845168034,6299329213,bitcoin
3/9/2016,412.319,1705210743,6307800374,bitcoin
3/10/2016,416.292,2166212980,6370256294,bitcoin
3/11/2016,419.299,2440375017,6417916284,bitcoin
3/12/2016,410.801,2292018374,6289332500,bitcoin
3/13/2016,412.495,1845648236,6316587497,bitcoin
3/14/2016,414.585,1803876534,6350177716,bitcoin
3/15/2016,415.641,2111129338,6367983806,bitcoin
3/16/2016,416.544,1895643174,6383495146,bitcoin
3/17/2016,418.4,1743173853,6413413020,bitcoin
3/18/2016,408.28,2438769296,6259667304,bitcoin
3/19/2016,406.739,1764836350,6237403576,bitcoin
3/20/2016,411.882,1440329762,6317806513,bitcoin
3/21/2016,411.091,2250456010,6307102004,bitcoin
3/22/2016,416.36,2041042450,6389481378,bitcoin
3/23/2016,418.076,1985257305,6417382985,bitcoin
3/24/2016,414.883,2021330255,6369854280,bitcoin
3/25/2016,415.743,1933831282,6384534070,bitcoin
3/26/2016,416.715,1604214632,6401148697,bitcoin
3/27/2016,425.349,2326287424,6535264077,bitcoin
3/28/2016,422.756,2155194926,6497115017,bitcoin
3/29/2016,415.547,2681866389,6388027424,bitcoin
3/30/2016,412.597,2387281658,6344204936,bitcoin
3/31/2016,415.366,1432304099,6388090245,bitcoin
4/1/2016,416.754,447338223,6410999714,bitcoin
4/2/2016,419.67,633704454,6457346881,bitcoin
4/3/2016,418.185,429476810.4,6435354873,bitcoin
4/4/2016,419.437,525611739.8,6456959981,bitcoin
4/5/2016,422.651,541558101.3,6508054062,bitcoin
4/6/2016,421.656,527136257.7,6494387878,bitcoin
4/7/2016,421.076,593936633.5,6486917899,bitcoin
4/8/2016,418.474,727873660.9,6448380946,bitcoin
4/9/2016,416.145,791269617.3,6413012926,bitcoin
4/10/2016,421.133,484836963.8,6492839084,bitcoin
4/11/2016,422.584,710470936.9,6516847462,bitcoin
4/12/2016,426.181,1182165394,6573884543,bitcoin
4/13/2016,424.269,785800596,6546120648,bitcoin
4/14/2016,424.932,616490737.8,6558071166,bitcoin
4/15/2016,429.966,841700526.6,6637309898,bitcoin
4/16/2016,430.941,743886906.6,6653836775,bitcoin
4/17/2016,428.027,528907575.4,6610502491,bitcoin
4/18/2016,428.506,549297574.3,6619389286,bitcoin
4/19/2016,436.37,674540887.3,6742483781,bitcoin
4/20/2016,441.916,1101674781,6830010642,bitcoin
4/21/2016,451.083,1340299673,6973348482,bitcoin
4/22/2016,447.488,1244399315,6919439821,bitcoin
4/23/2016,451.818,835075482.7,6987975324,bitcoin
4/24/2016,459.923,1609960187,7114859335,bitcoin
4/25/2016,460.466,1607304204,7123685300,bitcoin
4/26/2016,467.856,1278134939,7240796777,bitcoin
4/27/2016,444.789,1344104894,6885300361,bitcoin
4/28/2016,449.381,1497339511,6957889603,bitcoin
4/29/2016,456.566,683291625.4,7070940369,bitcoin
4/30/2016,447.903,577836728.9,6938342200,bitcoin
5/1/2016,452.592,394606185.8,7012822522,bitcoin
5/2/2016,444.488,679795242.4,6888908380,bitcoin
5/3/2016,450.3,460396814.1,6980741978,bitcoin
5/4/2016,447.119,430680620.3,6933273129,bitcoin
5/5/2016,448.922,547921245.8,6962982235,bitcoin
5/6/2016,461.62,892002595.4,7161803490,bitcoin
5/7/2016,459.248,418352341.3,7126736757,bitcoin
5/8/2016,459.283,640880145.1,7129139993,bitcoin
